State/Union Territory,Power_Requirement_Net_Crore_Units_kiloWatt-Hour,Availability_Of_Power_Net_Crore_Units_kiloWatt-Hour,Installed_Power_Capacity_MegaWatt,End_Year,population(million),Region,rel_pop,rel_infras_eco,Region_means_encoded,Region_encoded_normalized,Region_encoded_standardized
Arunachal Pradesh,73.0,71.0,274.0,2017,1.3767694395966645,NER,2,3,156.97037037037038,0.0,-1.6522266724460715
Assam,902.0,869.0,1600.0,2017,31.158121190390823,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Bihar,2571.0,2513.0,3608.0,2017,103.80008261049153,ER,4,2,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Chandigarh,165.0,165.0,177.0,2017,1.0578957491825352,NR,1,1,3255.4640522875816,0.7067456581768915,0.36242759536752484
Chhattisgarh,2375.0,2370.0,12060.0,2017,25.541545425153572,ER,1,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Dadra and Nagar Haveli,602.0,602.0,242.0,2017,0.34279531930643736,WR,2,2,4541.141176470588,1.0,1.1983805361083646
Daman and Diu,240.0,240.0,182.0,2017,0.24321530634994631,WR,1,2,4541.141176470588,1.0,1.1983805361083646
Delhi,3083.0,3080.0,7839.0,2017,16.753698868581374,NR,3,3,3255.4640522875816,0.7067456581768915,0.36242759536752484
Goa,432.0,432.0,541.0,2017,1.4583755316994127,WR,3,3,4541.141176470588,1.0,1.1983805361083646
Gujarat,10370.0,10370.0,30716.0,2017,60.38197274950506,WR,3,4,4541.141176470588,1.0,1.1983805361083646
Haryana,4889.0,4889.0,11056.0,2017,25.35130930775214,NR,3,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Himachal Pradesh,883.0,878.0,3893.0,2017,6.857232114964074,NR,1,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jammu and Kashmir,1740.0,1420.0,3274.0,2017,12.55193140634668,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jharkhand,796.0,791.0,2237.0,2017,32.985821517931605,ER,2,2,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Karnataka,6690.0,6654.0,21317.0,2017,61.12999540652274,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Kerala,2430.0,2426.0,4999.0,2017,33.38838425543628,SR,2,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Lakshadweep,5.0,5.0,1.0,2017,0.06711409395973154,SR,1,1,4034.8611111111113,0.88452090765829,0.8691950030417623
Madhya Pradesh,6576.0,6576.0,19618.0,2017,72.59880768381541,ER,3,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Maharashtra,13929.0,13923.0,41410.0,2017,112.37288135593221,WR,4,4,4541.141176470588,1.0,1.1983805361083646
Manipur,76.0,74.0,233.0,2017,2.7296200663961634,NER,3,2,156.97037037037038,0.0,-1.6522266724460715
Meghalaya,171.0,171.0,518.0,2017,2.9569427632716585,NER,3,3,156.97037037037038,0.0,-1.6522266724460715
Mizoram,51.0,50.0,137.0,2017,1.0931351114997814,NER,1,1,156.97037037037038,0.0,-1.6522266724460715
Nagaland,76.0,74.0,155.0,2017,1.9728072513996266,NER,2,1,156.97037037037038,0.0,-1.6522266724460715
Odisha,2676.0,2676.0,8538.0,2017,41.95672624647225,ER,3,3,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Puducherry,255.0,255.0,367.0,2017,1.246395229483357,SR,2,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Punjab,5310.0,5310.0,14162.0,2017,27.705311489095273,NR,3,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Rajasthan,6784.0,6742.0,19776.0,2017,68.6208651399491,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Sikkim,47.0,47.0,758.0,2017,0.6025641025641025,NER,1,4,156.97037037037038,0.0,-1.6522266724460715
Tamil Nadu,10451.0,10449.0,29112.0,2017,72.14167357083679,SR,4,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Telangana,5303.0,5302.0,11501.0,2017,35.287853577371045,SR,3,3,4034.8611111111113,0.88452090765829,0.8691950030417623
Tripura,164.0,162.0,727.0,2017,3.668478260869565,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Uttar Pradesh,10757.0,10570.0,23662.0,2017,199.5845921450151,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Uttarakhand,1307.0,1299.0,3313.0,2017,10.11918672587053,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
West Bengal,4795.0,4781.0,10383.0,2017,91.34505158578526,ER,4,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Andaman and Nicobar Islands,33.0,30.0,52.0,2018,0.37993920972644374,ER,1,1,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Andhra Pradesh,5838.0,5829.0,23674.0,2018,49.385749385749385,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Arunachal Pradesh,80.0,79.0,301.0,2018,1.3842649377956895,NER,2,3,156.97037037037038,0.0,-1.6522266724460715
Assam,910.0,878.0,1571.0,2018,31.16790912318069,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Bihar,2702.0,2660.0,4341.0,2018,103.7846273897776,ER,4,2,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Chandigarh,161.0,160.0,193.0,2018,1.0540184453227932,NR,1,1,3255.4640522875816,0.7067456581768915,0.36242759536752484
Chhattisgarh,2592.0,2583.0,13527.0,2018,25.5388570298596,ER,1,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Dadra and Nagar Haveli,617.0,617.0,255.0,2018,0.34301979730142934,WR,2,2,4541.141176470588,1.0,1.1983805361083646
Daman and Diu,253.0,253.0,190.0,2018,0.24252765582162236,WR,1,2,4541.141176470588,1.0,1.1983805361083646
Delhi,3183.0,3181.0,7180.0,2018,16.754450647845783,NR,3,3,3255.4640522875816,0.7067456581768915,0.36242759536752484
Goa,412.0,412.0,549.0,2018,1.4587685444180858,WR,3,3,4541.141176470588,1.0,1.1983805361083646
Gujarat,10999.0,10997.0,31043.0,2018,60.383263782121674,WR,3,4,4541.141176470588,1.0,1.1983805361083646
Haryana,5078.0,5078.0,11260.0,2018,25.355769710890296,NR,3,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Himachal Pradesh,940.0,935.0,4047.0,2018,6.860371267150928,NR,1,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jammu and Kashmir,1881.0,1505.0,3389.0,2018,12.548986909030267,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jharkhand,791.0,775.0,1771.0,2018,32.95068027210885,ER,2,1,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Karnataka,6787.0,6770.0,27157.0,2018,61.128668171557564,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Kerala,2500.0,2492.0,5083.0,2018,33.391397561302426,SR,2,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Lakshadweep,5.0,5.0,1.0,2018,0.06711409395973154,SR,1,1,4034.8611111111113,0.88452090765829,0.8691950030417623
Madhya Pradesh,6993.0,6993.0,21728.0,2018,72.6017441860465,ER,3,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Maharashtra,14976.0,14953.0,43255.0,2018,112.36942962350642,WR,4,4,4541.141176470588,1.0,1.1983805361083646
Manipur,87.0,83.0,242.0,2018,2.7320605661619486,NER,3,2,156.97037037037038,0.0,-1.6522266724460715
Meghalaya,156.0,155.0,565.0,2018,2.961972100133767,NER,3,4,156.97037037037038,0.0,-1.6522266724460715
Mizoram,50.0,49.0,196.0,2018,1.0954616588419406,NER,1,2,156.97037037037038,0.0,-1.6522266724460715
Nagaland,80.0,77.0,159.0,2018,1.9779090675571538,NER,2,2,156.97037037037038,0.0,-1.6522266724460715
Odisha,2880.0,2871.0,7377.0,2018,41.955282770714604,ER,3,3,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Puducherry,267.0,266.0,369.0,2018,1.2435136272264036,SR,1,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Punjab,5481.0,5481.0,13432.0,2018,27.702805155420773,NR,3,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Rajasthan,7119.0,7060.0,21684.0,2018,68.6169695791622,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Sikkim,49.0,48.0,962.0,2018,0.6014283924320261,NER,1,4,156.97037037037038,0.0,-1.6522266724460715
Tamil Nadu,10601.0,10584.0,30327.0,2018,72.13740458015268,SR,4,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Telangana,6032.0,6024.0,15139.0,2018,35.28791517778689,SR,3,3,4034.8611111111113,0.88452090765829,0.8691950030417623
Tripura,260.0,255.0,733.0,2018,3.668009205983889,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Uttar Pradesh,12005.0,11830.0,24909.0,2018,199.56140350877195,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Uttarakhand,1346.0,1343.0,3399.0,2018,10.119810112274886,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
West Bengal,5076.0,5057.0,10518.0,2018,91.34754335260115,ER,4,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Andaman and Nicobar Islands,35.0,32.0,57.0,2019,0.3764263027879073,ER,1,1,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Andhra Pradesh,6374.0,6380.0,24184.0,2019,49.48037847060648,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Arunachal Pradesh,86.0,86.0,337.0,2019,1.3906856403622252,NER,2,3,156.97037037037038,0.0,-1.6522266724460715
Assam,953.0,924.0,1710.0,2019,31.290213342363696,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Bihar,3005.0,2983.0,4566.0,2019,103.82875043508527,ER,4,2,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Chandigarh,156.0,157.0,198.0,2019,1.0607391392473482,NR,1,1,3255.4640522875816,0.7067456581768915,0.36242759536752484
Chhattisgarh,2613.0,2642.0,14044.0,2019,25.876591576885406,ER,2,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Dadra and Nagar Haveli,632.0,630.0,276.0,2019,0.3419304415787417,WR,2,2,4541.141176470588,1.0,1.1983805361083646
Daman and Diu,256.0,256.0,206.0,2019,0.2431957440744787,WR,1,2,4541.141176470588,1.0,1.1983805361083646
Delhi,3230.0,3228.0,7237.0,2019,16.75229643468784,NR,3,3,3255.4640522875816,0.7067456581768915,0.36242759536752484
Goa,428.0,429.0,567.0,2019,1.4611218963931747,WR,3,3,4541.141176470588,1.0,1.1983805361083646
Gujarat,11659.0,11636.0,32291.0,2019,60.27454027454027,WR,3,4,4541.141176470588,1.0,1.1983805361083646
Haryana,5367.0,5367.0,11268.0,2019,25.355506212500593,NR,3,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Himachal Pradesh,985.0,962.0,4068.0,2019,6.85820203892493,NR,1,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jammu and Kashmir,1959.0,1562.0,3394.0,2019,12.352708580466588,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jharkhand,868.0,849.0,1774.0,2019,33.07362680171406,ER,2,1,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Karnataka,7176.0,7170.0,28075.0,2019,61.140956766436425,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Kerala,2503.0,2490.0,5083.0,2019,33.36906995443581,SR,2,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Lakshadweep,5.0,5.0,1.0,2019,0.0700280112044818,SR,1,1,4034.8611111111113,0.88452090765829,0.8691950030417623
Madhya Pradesh,7567.0,7605.0,23334.0,2019,72.96363810803032,ER,3,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Maharashtra,15829.0,15816.0,44144.0,2019,112.37743356543982,WR,4,4,4541.141176470588,1.0,1.1983805361083646
Manipur,92.0,90.0,259.0,2019,2.704326923076923,NER,3,3,156.97037037037038,0.0,-1.6522266724460715
Meghalaya,196.0,196.0,582.0,2019,2.9746547275762634,NER,3,4,156.97037037037038,0.0,-1.6522266724460715
Mizoram,67.0,64.0,206.0,2019,1.056279914177257,NER,1,2,156.97037037037038,0.0,-1.6522266724460715
Nagaland,90.0,80.0,170.0,2019,1.9583843329253365,NER,2,2,156.97037037037038,0.0,-1.6522266724460715
Odisha,3181.0,3212.0,7654.0,2019,42.39704329461457,ER,3,3,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Puducherry,276.0,276.0,370.0,2019,1.248529810911065,SR,2,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Punjab,5529.0,5532.0,13432.0,2019,27.72654370489174,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Rajasthan,7983.0,7963.0,22589.0,2019,68.6110632431501,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Sikkim,51.0,53.0,962.0,2019,0.629080118694362,NER,1,4,156.97037037037038,0.0,-1.6522266724460715
Tamil Nadu,10938.0,10938.0,31059.0,2019,72.20755215209928,SR,4,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Telangana,6670.0,6643.0,15826.0,2019,35.17792840499894,SR,2,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Tripura,186.0,184.0,752.0,2019,3.677058353317346,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Uttar Pradesh,11710.0,11615.0,25130.0,2019,199.60474308300397,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Uttarakhand,1385.0,1375.0,3403.0,2019,10.1147565102251,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
West Bengal,5224.0,5129.0,10568.0,2019,89.9666725135941,ER,4,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Andaman and Nicobar Islands,35.0,32.0,57.0,2020,0.3764263027879073,ER,1,1,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Andhra Pradesh,6545.0,6541.0,24854.0,2020,49.481806490657384,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Arunachal Pradesh,75.0,75.0,379.0,2020,1.3909495548961424,NER,2,3,156.97037037037038,0.0,-1.6522266724460715
Assam,980.0,929.0,1757.0,2020,31.289996631862582,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Bihar,3163.0,3153.0,5792.0,2020,103.78538512179065,ER,4,3,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Chandigarh,173.0,173.0,207.0,2020,1.0601789434979778,NR,1,1,3255.4640522875816,0.7067456581768915,0.36242759536752484
Chhattisgarh,3011.0,3011.0,12835.0,2020,25.876589893434172,ER,2,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Dadra and Nagar Haveli,653.0,653.0,493.0,2020,0.3421445600062875,WR,2,3,4541.141176470588,1.0,1.1983805361083646
Daman and Diu,257.0,257.0,224.0,2020,0.24262907961443692,WR,1,2,4541.141176470588,1.0,1.1983805361083646
Delhi,3309.0,3308.0,7582.0,2020,16.75445705024311,NR,3,3,3255.4640522875816,0.7067456581768915,0.36242759536752484
Goa,435.0,435.0,581.0,2020,1.461791787082465,WR,3,3,4541.141176470588,1.0,1.1983805361083646
Gujarat,11394.0,11394.0,35211.0,2020,60.27295810410495,WR,3,4,4541.141176470588,1.0,1.1983805361083646
Haryana,5451.0,5449.0,12290.0,2020,25.352440329409575,NR,3,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Himachal Pradesh,1042.0,1035.0,4007.0,2020,6.854758593284323,NR,1,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jammu and Kashmir,2003.0,1626.0,3417.0,2020,12.34999240467872,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jharkhand,894.0,887.0,2514.0,2020,33.07233407904549,ER,2,2,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Karnataka,7280.0,7280.0,29825.0,2020,61.14050558495003,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Kerala,2632.0,2627.0,5696.0,2020,33.37144308943089,SR,2,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Lakshadweep,5.0,5.0,1.0,2020,0.0700280112044818,SR,1,1,4034.8611111111113,0.88452090765829,0.8691950030417623
Madhya Pradesh,7617.0,7617.0,24821.0,2020,72.96675926812912,ER,3,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Maharashtra,15517.0,15517.0,43496.0,2020,112.3768829663963,WR,4,4,4541.141176470588,1.0,1.1983805361083646
Manipur,92.0,92.0,268.0,2020,2.697947214076246,NER,3,3,156.97037037037038,0.0,-1.6522266724460715
Meghalaya,211.0,206.0,609.0,2020,2.9627498921328925,NER,3,4,156.97037037037038,0.0,-1.6522266724460715
Mizoram,65.0,64.0,212.0,2020,1.0431947840260798,NER,1,2,156.97037037037038,0.0,-1.6522266724460715
Nagaland,81.0,81.0,175.0,2020,1.9485205677171038,NER,2,2,156.97037037037038,0.0,-1.6522266724460715
Odisha,2969.0,2969.0,8567.0,2020,42.390062821245,ER,3,3,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Puducherry,285.0,285.0,375.0,2020,1.2484667951638337,SR,2,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Punjab,5678.0,5677.0,14205.0,2020,27.723787664208622,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Rajasthan,8128.0,8122.0,25360.0,2020,68.60376721006841,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Sikkim,55.0,55.0,674.0,2020,0.6209777577057695,NER,1,4,156.97037037037038,0.0,-1.6522266724460715
Tamil Nadu,10882.0,10881.0,32840.0,2020,72.2078439179773,SR,4,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Telangana,6831.0,6830.0,16024.0,2020,35.17536179636401,SR,2,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Tripura,154.0,152.0,764.0,2020,3.691112190383681,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Uttar Pradesh,12255.0,12100.0,26162.0,2020,199.6040910590564,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Uttarakhand,1447.0,1438.0,3550.0,2020,10.11963406052076,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
West Bengal,5295.0,5282.0,11027.0,2020,89.95231607629427,ER,4,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Andaman and Nicobar Islands,35.0,32.0,75.0,2021,0.3764263027879073,ER,1,1,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Andhra Pradesh,6208.0,6208.0,25484.0,2021,49.48585093662814,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Arunachal Pradesh,72.0,71.0,765.0,2021,1.3813229571984436,NER,2,4,156.97037037037038,0.0,-1.6522266724460715
Assam,1019.0,982.0,1794.0,2021,31.30379343321645,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Bihar,3417.0,3402.0,6321.0,2021,103.81446444919133,ER,4,3,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Chandigarh,152.0,152.0,215.0,2021,1.0593072687992193,NR,1,1,3255.4640522875816,0.7067456581768915,0.36242759536752484
Chhattisgarh,3047.0,3045.0,13076.0,2021,25.875254928619988,ER,2,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Dadra and Nagar Haveli,550.0,550.0,509.0,2021,0.3422249600219024,WR,2,3,4541.141176470588,1.0,1.1983805361083646
Daman and Diu,222.0,222.0,256.0,2021,0.24267864755845606,WR,1,2,4541.141176470588,1.0,1.1983805361083646
Delhi,2956.0,2956.0,7590.0,2021,16.75641970409841,NR,3,3,3255.4640522875816,0.7067456581768915,0.36242759536752484
Goa,408.0,408.0,596.0,2021,1.4607425441265978,WR,3,3,4541.141176470588,1.0,1.1983805361083646
Gujarat,11162.0,11162.0,37893.0,2021,60.26997840172786,WR,3,4,4541.141176470588,1.0,1.1983805361083646
Haryana,5316.0,5311.0,12481.0,2021,25.354466033322197,NR,3,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Himachal Pradesh,1019.0,1013.0,4155.0,2021,6.856640043319344,NR,1,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jammu and Kashmir,1977.0,1722.0,3478.0,2021,12.348512011473646,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
Jharkhand,995.0,968.0,2548.0,2021,33.0940170940171,ER,2,2,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Karnataka,6885.0,6883.0,30091.0,2021,61.1333155697664,SR,3,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Kerala,2512.0,2510.0,5837.0,2021,33.36434932872525,SR,2,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Lakshadweep,6.0,6.0,1.0,2021,0.06902899217671421,SR,1,1,4034.8611111111113,0.88452090765829,0.8691950030417623
Madhya Pradesh,8344.0,8344.0,25489.0,2021,72.96895496283341,ER,3,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Maharashtra,15068.0,15066.0,44166.0,2021,112.37413291564108,WR,4,4,4541.141176470588,1.0,1.1983805361083646
Manipur,97.0,97.0,262.0,2021,2.6922009436580625,NER,3,3,156.97037037037038,0.0,-1.6522266724460715
Meghalaya,203.0,201.0,616.0,2021,2.97601421379923,NER,3,4,156.97037037037038,0.0,-1.6522266724460715
Mizoram,73.0,72.0,207.0,2021,1.0436295115234093,NER,1,2,156.97037037037038,0.0,-1.6522266724460715
Nagaland,83.0,82.0,179.0,2021,1.941287878787879,NER,2,2,156.97037037037038,0.0,-1.6522266724460715
Odisha,2985.0,2985.0,8594.0,2021,42.3945462292288,ER,3,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
Puducherry,264.0,264.0,380.0,2021,1.2448132780082986,SR,1,2,4034.8611111111113,0.88452090765829,0.8691950030417623
Punjab,5845.0,5838.0,14389.0,2021,27.726063829787236,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Rajasthan,8531.0,8521.0,26045.0,2021,68.6126097109268,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Sikkim,55.0,55.0,678.0,2021,0.6300836292817047,NER,1,4,156.97037037037038,0.0,-1.6522266724460715
Tamil Nadu,10119.0,10119.0,33695.0,2021,72.20636506350792,SR,4,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Telangana,6700.0,6699.0,17218.0,2021,35.17458650564453,SR,2,4,4034.8611111111113,0.88452090765829,0.8691950030417623
Tripura,148.0,148.0,724.0,2021,3.6770186335403725,NER,4,4,156.97037037037038,0.0,-1.6522266724460715
Uttar Pradesh,12437.0,12338.0,27896.0,2021,199.61171331499756,NR,4,4,3255.4640522875816,0.7067456581768915,0.36242759536752484
Uttarakhand,1383.0,1382.0,3731.0,2021,10.118611802606532,NR,2,2,3255.4640522875816,0.7067456581768915,0.36242759536752484
West Bengal,5164.0,5154.0,11037.0,2021,89.96334438820038,ER,4,4,2331.3389830508477,0.4959589187663538,-0.23844260346383955
