user_pseudo_id,event_dates,event_timestamp,transaction_id,product_names,product_ids,item_revenue_mapped_to_names,item_revenue_mapped_to_ids,total_item_quantity,product_category,product_category_2,product_color,country,region,city,device_category,brand_name,model_name,traffic_source_name,traffic_source_medium,traffic_source_source,ecommerce_purchase_revenue,ecommerce_refund_value,ecommerce_shipping_value,ecommerce_tax_value
1396875325.1712090968,13-04-2024,1712956674701854,8000143745,Pink Ethnic Motifs Flared Suit,8905134851462,Pink Ethnic Motifs Flared Suit:4699,8905134851462:4699,1,Kurta Sets,Kurtas &amp; Kurta Sets,pink,Netherlands,North Holland,Haarlem,mobile,Apple,iPhone,(organic),organic,google,1880.0,,0.0,0.0
200403873.1686235609,13-04-2024,1712983658533099,8000143828,"All That Glitters Top, Blue Ethnic Motifs Embroidered Straight Kurta","8905724344435, 8905724181566","All That Glitters Top:1290, Blue Ethnic Motifs Embroidered Straight Kurta:2499","8905724344435:1290, 8905724181566:2499",2,"Kurtas, Tops","All Clothing, Kurtas &amp; Kurta Sets",purple,India,Bihar,Patna,mobile,OnePlus,CPH2487,(organic),organic,google,1645.0,,0.0,0.0
2032645299.1712778463,13-04-2024,1712946774630309,8000143741,"Black Floral-Polka Co-ords Set, Light Blue Geometric Lace Cropped Set, Shades Of Red Co-ords Set","8905724372292, 8905724007651, 8905724372957","Light Blue Geometric Lace Cropped Set:52, Black Floral-Polka Co-ords Set:38, Shades Of Red Co-ords Set:38","8905724372292:38, 8905724372957:38, 8905724007651:52",3,"Black Friday Sale, Co-ords","All Clothing, Sale",light blue,United States,New Hampshire,Swanzey,mobile,Apple,iPhone,(organic),organic,google,89.0,,25.0,0.0
1070263777.1711831757,13-04-2024,1712952432840235,8000143744,"Pink Love Top, Off White Embroidered Viscose Top, Ikat Inspired Pink Viscose Kurta, Geometric Print Viscose Top, Casual Puff Keyhole Neck Graphic Tunic, Warli Inspired Tunic","8905134983668, 8905724451843, 8905724701146, 8905724444463, 8905724598531, 8905724489877","Off White Embroidered Viscose Top:31, Casual Puff Keyhole Neck Graphic Tunic:26, Pink Love Top:31, Ikat Inspired Pink Viscose Kurta:36, Geometric Print Viscose Top:24, Warli Inspired Tunic:28","8905134983668:26, 8905724444463:31, 8905724598531:36, 8905724701146:24, 8905724489877:28, 8905724451843:31",6,"Kurtas, Tops, Kurtas &amp; Kurta Sets","All Clothing, New Arrivals, Kurtas &amp; Kurta Sets",black,United States,Georgia,,mobile,Apple,iPhone,(organic),organic,google,163.0,,0.0,0.0
1509997848.1712430470,13-04-2024,1712986920600876,8000143831,Summer In The Sky Co-ords Set,8905724368684,Summer In The Sky Co-ords Set:2990,8905724368684:2990,1,Black Friday Sale,Sale,blue,India,Maharashtra,Mumbai,mobile,Apple,iPhone 11 Pro,(referral),referral,l.instagram.com,1595.0,,100.0,0.0
1434310176.1712986551,13-04-2024,1712986833311816,8000143830,"Green Solid Embroidered Straight Top, Fiesta top","8905724374432, 8905724011535","Green Solid Embroidered Straight Top:2299, Fiesta top:2090","8905724374432:2090, 8905724011535:2299",2,Tops,All Clothing,green,India,Maharashtra,Mumbai,mobile,Apple,iPhone 14 Plus,(referral),referral,m.facebook.com,2195.0,,0.0,0.0
348189062.1712908495,13-04-2024,1712990170939074,8000143749,Sage Green Floral Straight Suit,8905134889021,Sage Green Floral Straight Suit:5799,8905134889021:5799,1,Kurta Sets,Kurtas &amp; Kurta Sets,sage green,India,Karnataka,Bengaluru,mobile,Samsung,SM-S916B,Global Desi - Brand Search Alone | Exact | (ROAS - 200),cpc,google,2320.0,,0.0,0.0
879701262.1713003029,13-04-2024,1713014248407682,8000143755,"The Queen Bee Dress, Berry Boheme dress","8905724324697, 8905724373480","Berry Boheme dress:2290, The Queen Bee Dress:2590","8905724324697:2290, 8905724373480:2590",2,Dresses,All Clothing,green,India,Maharashtra,Mumbai,desktop,Apple,Safari,Global Desi - Brand Search Alone | Exact | (ROAS - 200),cpc,google,2440.0,,0.0,0.0
630963332.1666023868,02-02-2024,1706896251920911,8000140462,"Black Geometric Tunic, Indigo Ethnic Motifs Straight Slip-On Kurta, Black Geometric Flared Concealed Zip Jump Suit","8905134908357, 8905134736233, 8905134906551","Black Geometric Flared Concealed Zip Jump Suit:1999, Indigo Ethnic Motifs Straight Slip-On Kurta:1599, Black Geometric Tunic:1599","8905134906551:1999, 8905134736233:1599, 8905134908357:1599",3,"Kurtas, Jumpsuits","All Clothing, Kurtas &amp; Kurta Sets",black,India,Gujarat,Ahmedabad,desktop,Google,Chrome,Global Desi - Brand Search Alone | Exact | (MaxClicks - 175),cpc,google,2080.0,,0.0,0.0
1301814401.1701928004,02-02-2024,1706883530636941,8000140458,"Be-leaf In Yourself Casual Top, Marigold Slip-On Dress","8905724326226, 8905724374944","Marigold Slip-On Dress:2290, Be-leaf In Yourself Casual Top:1490","8905724374944:2290, 8905724326226:1490",2,"Dresses, Tops",All Clothing,pink,India,Delhi,Delhi,mobile,Apple,iPhone,(organic),organic,google,1890.0,,0.0,0.0
1607504601.1706838709,02-02-2024,1706839523066022,8000140434,Sage Green Geometric Flared Suit,8905134647430,Sage Green Geometric Flared Suit:2899,8905134647430:2899,1,Sets,All Clothing,sage green,India,Telangana,Hyderabad,mobile,Apple,iPhone,(direct),(none),(direct),1260.0,,100.0,0.0
1169142529.1706850139,02-02-2024,1706852594859503,8000140384,"Pink Floral Flared Top, Waves Straight Top","8905724172755, 8905724369506","Pink Floral Flared Top:1399, Waves Straight Top:1590","8905724369506:1590, 8905724172755:1399",2,Tops,All Clothing,pink,India,Maharashtra,Khopoli,mobile,Apple,iPhone,(organic),organic,google,1455.0,,100.0,0.0
1577191780.1706808973,02-02-2024,1706842135389597,8000140381,"Indigo Geometric Flared Dress, Seafoam Shrug Set, Gulabi Geet Co-ords Set, Jaadu Shrug Set, Myra Co-ords Set, Dark Green Floral Flared Dress, White Floral Smocking Fit And Flare Gown","8907641568048, 8905724374807, 8905724344138, 8905724281495, 8905134850137, 8905724181504, 8905724370182","Myra Co-ords Set:2990, Indigo Geometric Flared Dress:2899, Seafoam Shrug Set:5990, Gulabi Geet Co-ords Set:2590, Jaadu Shrug Set:3590, White Floral Smocking Fit And Flare Gown:3299, Dark Green Floral Flared Dress:2999","8905724370182:5990, 8905724374807:3590, 8905724344138:2990, 8905724281495:2999, 8905724181504:3299, 8907641568048:2590, 8905134850137:2899",7,"Black Friday Sale, Kurta Sets, Co-ords, Dresses","Kurtas &amp; Kurta Sets, All Clothing, Sale",pink,Mauritius,Port Louis District,Port Louis,mobile,Apple,iPhone,(direct),(none),(direct),12180.0,,0.0,0.0
2133475113.1706640996,02-02-2024,1706869599308193,8000140450,Say Cheese Tunic Set,8905724372896,Say Cheese Tunic Set:3290,8905724372896:3290,1,Kurta Sets,Kurtas &amp; Kurta Sets,mustard,India,Odisha,Dhenkanal,mobile,Apple,iPhone,(direct),(none),(direct),1645.0,,0.0,0.0
887649203.1703992107,02-02-2024,1706872254718243,8000140452,Indigo Ethnic Motifs Straight Concealed Zip Jump Suit,8905134907503,Indigo Ethnic Motifs Straight Concealed Zip Jump Suit:1699,8905134907503:1699,1,Jumpsuits,All Clothing,indigo,India,Maharashtra,Mumbai,mobile,Xiaomi,220233L2I,ANS | TOF | Behaviour Audiences - (Fresh),Discounting | Interest,FB Ads,780.0,,100.0,0.0
1181717708.1706889035,02-02-2024,1706889398530654,8000140402,Sun’S Out Summer Dress,8905724293641,Sun’S Out Summer Dress:2990,8905724293641:2990,1,Dresses,All Clothing,red,India,Maharashtra,Navi Mumbai,mobile,Google,Pixel 6,(referral),referral,l.instagram.com,1595.0,,100.0,0.0
1280333901.1689242416,02-02-2024,1706855838385425,8000140385,Forest Waves Co-ords Set,8905724369728,Forest Waves Co-ords Set:2790,8905724369728:2790,1,Co-ords,All Clothing,green,India,Maharashtra,Navi Mumbai,desktop,Google,Chrome,(direct),(none),(direct),1395.0,,0.0,0.0
2133751391.1706882790,02-02-2024,1706887409740034,8000140460,"Indigo Solid Straight Suit, Emerald Hues kurta Set, Sun’S Out Summer Dress, Multi Brass Alloy Earring, Off White Floral Curved Top, Teal Floral Flared Top","8905724294747, 8905134657279, 8905724293689, 8905134636359, 8905724173981, 8905134902669","Emerald Hues kurta Set:5590, Teal Floral Flared Top:1399, Off White Floral Curved Top:2299, Multi Brass Alloy Earring:499, Sun’S Out Summer Dress:2990, Indigo Solid Straight Suit:3499","8905134636359:2299, 8905134902669:499, 8905134657279:3499, 8905724293689:2990, 8905724173981:1399, 8905724294747:5590",6,"Co-ords, Kurta Sets, Dresses, Tops, Jewellery","Kurtas &amp; Kurta Sets, All Accessories, All Clothing",off white,India,Karnataka,Bengaluru,desktop,Google,Chrome,Global Desi - Brand Search Alone | Exact | (ROAS - 200),cpc,google,8125.0,,0.0,0.0
195897532.1706846918,02-02-2024,1706850922894814,8000140383,Aqua Ethnic Motifs Suit Set,8905134737186,Aqua Ethnic Motifs Suit Set:3199,8905134737186:3199,1,Kurta Sets,Kurtas &amp; Kurta Sets,aqua,India,Telangana,Hyderabad,desktop,Google,Chrome,Global Desi - Performance max | Sales (TROAS- 450),cpc,google,1380.0,,100.0,0.0
865988377.1690612049,02-02-2024,1706870563390751,8000140451,Moody Tones Co-ords Set,8905724375453,Moody Tones Co-ords Set:2590,8905724375453:2590,1,Co-ords,All Clothing,blue,India,Maharashtra,Navi Mumbai,desktop,Google,Chrome,c2c,cpc,google,1265.0,,100.0,0.0
1539283047.1706849396,02-02-2024,1706857404093284,8000140388,"Neelakshi Embroidered Dress, Charcoal Ethnic Motifs Straight Slip-On Kurta, Mustard Foil Print Flared Slip-On Kurta, Rose Pink Geometric Straight Slip-On Suit","8905134899761, 8905134907015, 8905134908814, 8905724373244","Mustard Foil Print Flared Slip-On Kurta:2499, Rose Pink Geometric Straight Slip-On Suit:2899, Neelakshi Embroidered Dress:2690, Charcoal Ethnic Motifs Straight Slip-On Kurta:1399","8905724373244:2690, 8905134899761:1399, 8905134908814:2499, 8905134907015:2899",4,"Dresses, Kurtas, Kurta Sets","Kurtas &amp; Kurta Sets, All Clothing",mustard,United States,California,Atwater,mobile,Apple,iPhone,(organic),organic,google,4065.0,,0.0,0.0
273271074.1706893830,02-02-2024,1706894220580706,8000140461,Gulbahar Tiered Maxi Dress​,8905724361807,Gulbahar Tiered Maxi Dress​:3090,8905724361807:3090,1,Dresses,All Clothing,indigo,India,Uttar Pradesh,Meerut,mobile,Apple,iPhone 13 Pro Max,ANS 2024 | MOF | Feed Only Remarketing,Remarketing Audiences - (Only Discounted),FB Ads,1545.0,,0.0,0.0
1972985695.1704735381,02-02-2024,1706872482378512,8000140454,"Off White Floral Straight Kurta, Off White Foil Print Flared Set of 2","8905724175992, 8905724177019","Off White Foil Print Flared Set of 2:3999, Off White Floral Straight Kurta:2399","8905724175992:2399, 8905724177019:3999",2,"Kurtas, Kurta Sets",Kurtas &amp; Kurta Sets,green,India,Maharashtra,Mumbai,mobile,Apple,iPhone,(direct),(none),(direct),2560.0,,0.0,0.0
1853120825.1706603985,02-02-2024,1706856679233264,8000140443,"Confident In Blue Co-Ord Set, Ikat Print Cotton Yellow Tunic","8905724415456, 8905724413827","Confident In Blue Co-Ord Set:4490, Ikat Print Cotton Yellow Tunic:2490","8905724415456:4490, 8905724413827:2490",2,"Co-ords, Dresses",All Clothing,blue,India,Maharashtra,Mumbai,mobile,Apple,iPhone,(organic),organic,google,6980.0,,0.0,0.0
947612360.1704999274,02-02-2024,1706873568300274,8000140397,"Desi Dhamaka Co-ords Set, In The Spotlight Set, In The Limelight Co-ords Set","8905724343773, 8905724369940, 8905724297410","In The Spotlight Set:2990, In The Limelight Co-ords Set:3790, Desi Dhamaka Co-ords Set:4290","8905724369940:4290, 8905724297410:3790, 8905724343773:2990",3,"Women, Black Friday Sale, Co-ords","Sale, All Clothing, End of Season Sale",black,India,Maharashtra,Mumbai,mobile,Huawei,VOG-L29,ANS | MOF | Remarketing Audiences - (All),Social & Website Engagers - (Women),FB Ads,5535.0,,0.0,0.0
1536194476.1690251299,02-02-2024,1706867084067262,8000140394,"Connecting Dots Straight Top, Indigo Geometric Lace Straight Kurta, Off White Floral Straight Kurta","8905724176012, 8905724367786, 8905724199721","Indigo Geometric Lace Straight Kurta:2299, Off White Floral Straight Kurta:2399, Connecting Dots Straight Top:1790","8905724199721:2299, 8905724367786:1790, 8905724176012:2399",3,"Tops, Kurtas","All Clothing, Kurtas &amp; Kurta Sets",pink,India,Maharashtra,Mumbai,mobile,OnePlus,A6010,GD New Audience,ANS | TOF | CON | GD New Audience,FB Ads,3005.0,,0.0,0.0
881296003.1705150207,02-02-2024,1706862712062937,8000140445,"Yellow Ethnic Motifs Flared Kurta, Solid Bottom, Solid Straight Bottom, Green Floral Straight Set of 2","8905134233725, 8905724174766, 8905724175725, 8905134828655","Green Floral Straight Set of 2:3499, Solid Bottom:1399, Solid Straight Bottom:1699, Yellow Ethnic Motifs Flared Kurta:2799","8905134828655:1699, 8905134233725:1399, 8905724174766:3499, 8905724175725:2799",4,"Black Friday Sale, Kurtas, Kurta Sets","Sale, Kurtas &amp; Kurta Sets",black,India,Delhi,Delhi,mobile,Infinix,Infinix X6816C,Global Desi - Performance max | Sales (TROAS- 450),cpc,google,4070.0,,0.0,0.0
665094754.1704831852,02-02-2024,1706816932773713,8000140378,"Solid Flared Kurta, Desi Dhamaka Co-ords Set, Gulbahar Tiered Maxi Dress​, Pink Ethnic Motifs Flared Kurta, Solid Flared Slip-On Dress, Chill Out Co-ords Set","8905724176913, 8905724361791, 8905134897798, 8905724369940, 8905724175893, 8905724315527","Solid Flared Kurta:2599, Chill Out Co-ords Set:2590, Pink Ethnic Motifs Flared Kurta:2299, Desi Dhamaka Co-ords Set:4290, Solid Flared Slip-On Dress:2399, Gulbahar Tiered Maxi Dress​:3090","8905724361791:3090, 8905724369940:4290, 8905134897798:2399, 8905724315527:2590, 8905724175893:2299, 8905724176913:2599",6,"Black Friday Sale, Kurtas, Dresses, Co-ords","All Clothing, Sale, Kurtas &amp; Kurta Sets",pink,India,Uttar Pradesh,Noida,mobile,OnePlus,IN2021,Global Desi - Brand Search Alone | Exact | (ROAS - 200),cpc,google,7114.0,,0.0,0.0
243103140.1706874373,02-02-2024,1706875301988026,8000140398,"Sun’S Out Summer Dress, Positano Dress, Teal Solid Straight Jump Suit, Mustard Geometric Fit & Flare Gown, Prakriti Maxi Dress, Black Geometric Flared Concealed Zip Jump Suit","8907641584512, 8905134823902, 8905134906544, 8905724293672, 8905134825883, 8905724283956","Positano Dress:2790, Sun’S Out Summer Dress:2990, Teal Solid Straight Jump Suit:3699, Mustard Geometric Fit & Flare Gown:2699, Black Geometric Flared Concealed Zip Jump Suit:1999, Prakriti Maxi Dress:2990","8907641584512:2990, 8905134906544:1999, 8905724293672:2990, 8905724283956:2790, 8905134823902:2699, 8905134825883:3699",6,"Dresses, Jumpsuits",All Clothing,black,India,Uttar Pradesh,Lucknow,mobile,Realme,RMX2156,(direct),(none),(direct),7105.0,,0.0,0.0
756718284.1706853794,02-02-2024,1706863253505823,8000140446,"Rose Pink Geometric Straight Slip-On Suit, MULTI SCARF, Light Blue Floral Straight Kurta, Multi Scarv, Midnight Blue Geometric Print Kurta, Soft Glow Kurta Set, Off White Floral Straight Slip-On Bottom","8905134745143, 8905134911418, 8905134907039, 8905724198601, 8907861237823, 8905134146384, 8905724369902","Off White Floral Straight Slip-On Bottom:1099, Soft Glow Kurta Set:3490, MULTI SCARF:799, Rose Pink Geometric Straight Slip-On Suit:2899, Light Blue Floral Straight Kurta:2199, Multi Scarv:799, Midnight Blue Geometric Print Kurta:1999","8905134146384:799, 8905724369902:3490, 8905134911418:1099, 8907861237823:1999, 8905724198601:2199, 8905134907039:2899, 8905134745143:799",7,"Scarves &amp; Stoles, Bottoms, Kurtas, Clearance Sale, Kurta Sets","Sale, All Accessories, Kurtas &amp; Kurta Sets, All Clothing",blue,India,Delhi,Delhi,mobile,Xiaomi,22041219I,(organic),organic,google,4420.0,,0.0,0.0
1724816620.1706793324,02-02-2024,1706848350620412,8000140435,In the Red Co-ords Set,8905724374876,In the Red Co-ords Set:2790,8905724374876:2790,1,Co-ords,All Clothing,red,India,Maharashtra,Mumbai,mobile,OPPO,CPH2251,(organic),organic,google,1355.0,,100.0,0.0
1265617078.1700564330,02-02-2024,1706867394317909,8000140395,"Black Floral Peplum-Bottom Set, Aqua Floral Straight Set","8905724193460, 8905134650294","Aqua Floral Straight Set:2099, Black Floral Peplum-Bottom Set:1599","8905724193460:1599, 8905134650294:2099",2,Sets,All Clothing,black,India,Maharashtra,Mumbai,mobile,Samsung,SM-A346E,Global Desi - Performance max | Sales (TROAS- 450),cpc,google,1580.0,,100.0,0.0
1267062356.1706234597,02-02-2024,1706870440393523,8000140396,"Beige Floral Flared Slip-On Top, Pink Casual Regular Floral Top","8905724109317, 8905134912637","Pink Casual Regular Floral Top:1499, Beige Floral Flared Slip-On Top:1299","8905724109317:1499, 8905134912637:1299",2,Tops,All Clothing,beige,India,Odisha,Bhubaneswar,mobile,Xiaomi,2201116TG,(organic),organic,google,1220.0,,100.0,0.0
708006782.1706880610,02-02-2024,1706881165144927,8000140400,Chamomile Set,8905724375163,Chamomile Set:3590,8905724375163:3590,1,Co-ords,All Clothing,indigo,India,Gujarat,Bharuch,mobile,Samsung,SM-S906E,Global Desi - Brand Search Alone | Exact | (ROAS - 200),cpc,google,1795.0,,0.0,0.0
